Group Description,Group Code
"Treatment and disposal of non-hazardous waste

This class includes the disposal, treatment prior to disposal and other treatment of solid or non-solid non-hazardous waste.
This class includes :
Operation of landfills for the disposal of non-hazardous waste
Disposal of non-hazardous waste by combustion or incineration or other methods, with or without the resulting production of electricity or steam, substitute fuels, biogas, ashes or other by-products for further use, etc.
Treatment of organic waste for disposal
Production of compost from organic waste
This class excludes :
Incineration and combustion of hazardous waste, see 3822;
Operation of facilities where commingled recoverable materials such as paper, plastics, used beverage cans and metals, are sorted into distinct categories, see 3830;
Decontamination, clean up of land, water; toxic material abatement, see 3900.",38210
"Treatment and disposal of hazardous waste

This class includes the disposal and treatment prior to disposal of solid or non-solid hazardous waste, including waste that is explosive, oxidizing, flammable, toxic, irritant, carcinogenic, corrosive or infectious and other substances and preparations harmful for human health and environment.
This class includes :
Operation of facilities for treatment of hazardous waste
Treatment and disposal of toxic live or dead animals and other contaminated waste
Incineration of hazardous waste
Disposal of used goods such as refrigerators to eliminate harmful waste
Treatment disposal and storage of radioactive nuclear waste including treatment and disposal of transition radio active waste, i.e. decaying within the period of transport, from hospitals; encapsulation, preparation and other treatment of nuclear waste for storage
This class excludes :
Incineration of non-hazardous waste, see 3821;
Decontamination, clean up of land, water, toxic material abatement, see 3900;
Reprocessing of nuclear fuels, see 2011.",38220
"Materials recovery

This class includes :
Processing of metal and non-metal waste and scrap and other articles into secondary raw materials, usually involving  a mechanical or chemical transformation process
Recovery of materials from waste streams in the form of :
separating and sorting recoverable materials from non-hazardous waste streams (i.e. garbage);
separating and sorting of commingled recoverable materials, such as paper, plastics, used beverage cans and metals, into distinct categories.
This class excludes the manufacture of new final products from secondary raw materials, as this is covered by corresponding sub-classes  in Manufacturing.",38300
"Remediation activities and other waste management services

This class includes :
Decontamination of soils and groundwater at the place of pollution, either in situ or ex situ, using e.g. mechanical, chemicals or biological methods
Decontamination of industrial plants or sites, including nuclear plants and sites
Decontamination and cleaning up of surface water following accidental pollution, e.g. through collection of pollutants or through application of chemicals
Cleaning up of oil spills and other pollutions on land, in surface water, in ocean and seas, including coastal areas
Asbestos, lead paint, and other toxic material abatement
Clearing of landmines and the like (including detonation)
Other specialized pollution-control activities
This class excludes :
Treatment and disposal of non-hazardous waste, see 3821;
Treatment and disposal of hazardous waste, see 3822;
Outdoor sweeping and watering of streets, etc, see 8129.",39000
Residential (dwelling) building constructions,41001
Non-residential building constructions,41002
"Construction of roads and railways

This class includes :
Construction of motorways, streets, roads, other vehicular and pedestrian ways
Surface work on streets, roads, highways, bridges or tunnels : 
asphalt paving of roads
road painting and other marking
installation of crash barriers, traffic signs and the like
Construction of bridges, including those for elevated highways
Construction of tunnels
Construction of railways and subways
Construction of airfield runways
This class excludes :
Installation of street lighting and electrical signals, see 4321;
Architectural and engineering activities, see 7110;
Project management activities related to civil engineering works, see 7110.",42100
Construction of telecommunication lines and pipelines,42201
Water main and line construction,42202
Construction of gas and energy pipelines,42203
Construction of electric power lines,42204
"Other construction of utility projects, n.e.c.",42209
"Construction of other civil engineering projects

This class includes :
Construction of industrial facilities, except buildings, such as: refineries and chemical plants
Construction of: waterways, harbor and river works, pleasure ports (marinas), locks, etc.; dams and dikes
Dredging of waterways
Construction work, other than buildings, such as: outdoor sports facilities
Land subdivision with land improvement (e.g. adding of roads, utility infrastructure etc.)
This class excludes project management activities related to civil engineering works, see 7110.",42900
"Demolition

This class includes demolition or wrecking of buildings and other structures.",43110
"Site preparation

This class includes preparation of sites for subsequent construction activities.
This class includes :
Clearing of building sites
Earth moving : excavation, landfill, leveling and grading of construction sites, trench digging, rock removal, blasting, etc.
Drilling, boring and core sampling for construction, geophysical, geological or similar purposes
This class also includes:
Site preparation for mining : overburden removal and other development and preparation of mineral properties and sites, except oil and gas sites
Building site drainage
Drainage of agricultural or forestry land
This class excludes :
Drilling of production oil or gas wells, see 0610, 0620;
Test drilling and test hole boring for mining operations (other than oil and gas extraction), see 0990;
Decontamination of soil, see 3900;
Water well drilling, see 4220;
Shaft sinking, see 4390;
Oil and gas field exploration, geophysical, geological and seismic surveying, see 7110.",43120
